,Word,Levenshtein,Soundex,Metaphone
3509,previs,precis,NA,NA
3510,dumont,dont,dement,dement
3511,jax,jab,jag,NA
3512,sfebe,glebe,NA,NA
3513,henrik,henry,NA,NA
3514,lundqvist,NA,NA,NA
3515,richter,richer,righter,NA
3516,havr,hair,NA,NA
3517,pao,pa,pa,pa
3518,nakakamis,NA,NA,NA
3519,salam,salaam,salaam,salaam
3520,dn,dan,dan,dan
3521,dep,deep,deep,deep
3522,hakem,hake,NA,NA
3523,inam,imam,imam,NA
3524,ul,foul,NA,NA
3525,haq,ha,hag,hag
3526,jahania,NA,NA,NA
3527,daum,datum,dam,dam
3528,naeun,nun,nun,nun
3529,nev,ne,nab,nave
3530,godamit,NA,NA,NA
3531,stefan,stern,NA,NA
3532,janoski,NA,NA,NA
3533,digi,digit,dig,NA
3534,mexican,mexican,mexican,mexican
3535,bucholz,NA,NA,NA
3536,presta,presto,presto,presto
3537,k,ok,key,key
3538,robert,robe,revert,NA
3539,msl,ms,NA,NA
3540,ecf,elf,NA,NA
3541,kilian,kiln,kiln,kiln
3542,jornet,cornet,NA,NA
3543,zegama,dagama,NA,NA
3544,airbal,airbase,NA,NA
3545,foh,oh,foe,foe
3546,kags,kegs,kegs,kegs
3547,throught,thought,NA,NA
3548,meron,melon,moron,moron
3549,kang,king,king,king
3550,paheram,NA,NA,NA
3551,bukit,bit,bust,bucket
3552,bintang,binding,binding,binding
3553,singapore,NA,NA,NA
3554,tvj,to,NA,NA
3555,cvm,cam,NA,NA
3556,rjr,rear,NA,NA
3557,finalised,finalised,finalised,finalised
3558,cesc,cess,cess,NA
3559,viru,virus,vier,vier
3560,hamari,hawaii,NA,NA
3561,jagah,jag,jag,jag
3562,nepal,nepal,nepal,nepal
3563,yahi,hi,yaw,NA
3564,karta,jakarta,karate,karate
3565,theirselves,themselves,NA,NA
3566,alan,ala,NA,NA
3567,golelhum,NA,NA,NA
3568,yaklo,yak,NA,NA
3569,teben,teen,NA,NA
3570,xoxoxo,NA,NA,NA
3571,hahahahahaha,NA,NA,NA
3572,astaghfirulah,NA,NA,NA
3573,farukh,NA,NA,NA
3574,shehar,shear,shear,NA
3575,islamabad,NA,NA,NA
3576,getcha,geisha,NA,geisha
3577,sayeng,saying,saying,saying
3578,vuldemurt,NA,NA,NA
3579,lowd,low,lewd,lewd
3580,wezird,weird,NA,NA
3581,ayurvedic,ayurvedic,ayurvedic,ayurvedic
3582,eh,eh,eh,eh
3583,jap,jap,jap,jap
3584,whr,whir,whir,whir
3585,lakala,NA,NA,NA
3586,dormir,dormer,dormer,dormer
3587,nene,nee,nine,nine
3588,buen,ben,ben,ben
3589,espera,opera,expert,NA
3590,trocar,tramcar,tracer,NA
3591,pegar,pear,pager,NA
3592,algo,ago,alga,alga
3593,photobomb,NA,NA,NA
3594,adrian,adman,NA,NA
3595,jhene,june,june,NA
3596,aiko,ado,ago,ago
3597,nauso,nausea,nausea,nausea
3598,aina,aegina,ana,ana
3599,skepta,skeptic,swept,NA
3600,wiley,wile,wile,wile
3601,xtra,extra,NA,NA
3602,jheze,wheeze,NA,NA
3603,youtbe,youth,NA,NA
3604,dwade,wade,dude,NA
3605,wequahic,NA,NA,NA
3606,hunit,hunt,hunt,hunt
3607,filmz,film,films,films
3608,seret,secret,NA,NA
3609,dekat,defeat,deist,NA
3610,dinding,dining,NA,NA
3611,adam,adam,adam,adam
3612,morison,moron,NA,NA
3613,anais,ananas,anus,anus
3614,nin,nine,nine,nine
3615,crusing,cruising,cruising,cruising
3616,bok,book,book,book
3617,daedae,dawdle,NA,NA
3618,adultwork,NA,NA,NA
3619,bliz,blitz,NA,NA
3620,devs,dens,deeps,NA
3621,hu,hub,hue,hue
3622,nom,norm,non,gnome
3623,ym,yam,yam,NA
3624,gdo,go,NA,NA
3625,kepin,kelvin,NA,NA
3626,abdulah,NA,NA,NA
3627,prez,pre,pares,NA
3628,punisher,punished,puncher,puncher
3629,sudah,sudan,sud,sud
3630,melampau,NA,NA,NA
3631,kot,knot,kit,kit
3632,quil,quill,quill,quill
3633,gta,eta,NA,NA
3634,haha,haha,haha,haha
3635,manamit,NA,NA,NA
3636,uhm,ohm,NA,NA
3637,fkn,fan,NA,NA
3638,tickt,ticket,ticket,ticket
3639,viv,viva,viva,viva
3640,ken,ken,ken,ken
3641,swsh,swish,NA,sash
3642,shabu,shabby,shabby,shabby
3643,krugman,frogman,NA,NA
3644,levit,levity,levity,levity
3645,arsene,arsenide,arsenide,arson
3646,wenger,winger,winger,winger
3647,mtl,mail,metal,metal
3648,upto,unto,NA,NA
3649,nizamabad,NA,NA,NA
3650,nzb,nab,NA,NA
3651,makin,making,NA,NA
3652,armour,armour,armour,armour
3653,ua,qua,NA,NA
3654,inehbriated,inebriated,inebriated,inebriated
3655,switc,switch,switch,NA
3656,hed,heed,heed,heed
3657,vous,venous,vows,vows
3658,aimez,aimed,NA,NA
3659,brena,arena,NA,NA
3660,rememberin,remembering,remembering,NA
3661,prayin,praying,prawn,NA
3662,arod,rod,arid,arid
3663,m,me,me,me
3664,noma,nomad,NA,NA
3665,kunjani,NA,NA,NA
3666,ndinani,NA,NA,NA
3667,kule,kale,kale,kale
3668,gan,gain,gain,gain
3669,ntar,tar,NA,NA
3670,ane,acne,anew,anew
3671,sundul,sundial,sundial,sundial
3672,svu,so,sap,save
3673,shizle,shingle,sizzle,NA
3674,nizle,nile,niggle,NA
3675,au,auk,ah,ah
3676,tya,tea,tea,NA
3677,mamodou,NA,NA,NA
3678,sakho,sago,sago,NA
3679,france,france,france,france
3680,gv,go,gab,gave
3681,engsub,ensue,NA,NA
3682,barymore,anymore,NA,NA
3683,cameron,camera,NA,NA
3684,yosh,gosh,NA,NA
3685,pulsa,pulsar,pulse,pulse
3686,xl,ail,NA,NA
3687,privelege,privilege,privilege,privilege
3688,privilage,privilege,privilege,privilege
3689,privany,privacy,NA,NA
3690,vowelany,NA,NA,NA
3691,vowelge,vowel,vowels,NA
3692,exostan,NA,NA,NA
3693,bana,banal,ban,ban
3694,eden,eden,eden,eden
3695,belgium,belgium,belgium,belgium
3696,tmobile,mobile,NA,NA
3697,esn,eon,NA,NA
3698,imei,impi,im,im
3699,lightskined,NA,NA,NA
3700,diaporama,NA,NA,NA
3701,clonedvd,cloned,cloned,NA
3702,ipod,pod,NA,NA
3703,lmfao,NA,NA,NA
3704,woho,who,who,NA
3705,heshe,she,hose,NA
3706,baho,bah,bah,NA
3707,teh,tech,tea,tea
3708,omfs,oafs,NA,NA
3709,testi,testis,test,test
3710,cust,crust,cast,cast
3711,inspite,inspire,inspire,NA
3712,provdes,provides,provides,provides
3713,ldrs,lairs,NA,NA
3714,mcdonalds,NA,NA,NA
3715,optimus,optimum,optimum,optimise
3716,rechercher,NA,NA,NA
3717,lancomegrandiose,NA,NA,NA
3718,sur,slur,sour,sour
3719,viafo,via,NA,NA
3720,vsg,veg,veg,NA
3721,hapi,haiti,happy,happy
3722,weknd,wend,weekend,weekend
3723,montreal,montreal,montreal,montreal
3724,palco,pal,pals,NA
3725,momo,mom,mom,mom
3726,cha,chad,NA,NA
3727,bekasi,beast,NA,NA
3728,survivorship,NA,NA,NA
3729,melanie,meanie,NA,NA
3730,doakan,dolman,NA,NA
3731,sharepoint,NA,NA,NA
3732,ipad,inkpad,NA,NA
3733,ky,key,key,key
3734,westbrok,NA,NA,NA
3735,hbu,zebu,hip,hob
3736,btw,bow,bad,bad
3737,sodo,sodom,sod,sod
3738,tek,teak,teak,teak
3739,tm,to,NA,NA
3740,replacment,replacement,replacement,NA
3741,photosmart,photostat,NA,NA
3742,ealinone,NA,NA,NA
3743,ticketles,tickets,NA,NA
3744,maso,mason,mas,mas
3745,dari,dare,dare,dare
3746,lcw,law,lag,lag
3747,ofcourse,course,NA,NA
3748,kapala,kampala,NA,NA
3749,saiyan,saipan,NA,NA
3750,hapenin,happening,happening,NA
3751,rtd,rad,rad,NA
3752,liveset,lives,NA,NA
3753,close,close,close,close
3754,turnup,turnip,turnip,turnip
3755,redsox,redox,NA,NA
3756,life,life,life,life
3757,itv,it,NA,NA
3758,loveholic,NA,NA,NA
3759,fela,fell,fell,fell
3760,cyberia,iberia,NA,siberia
3761,townvila,NA,NA,NA
3762,cabelo,cabal,cabal,cabal
3763,boms,booms,booms,booms
3764,samantha,NA,NA,NA
3765,wifed,wife,wiped,waved
3766,nananana,NA,NA,NA
3767,modbreaker,codebreaker,NA,NA
3768,modboster,mobster,NA,NA
3769,marketwatch,NA,NA,NA
3770,itunes,tunes,NA,NA
3771,kahli,kale,kale,kale
3772,seo,so,so,so
3773,guk,gunk,NA,NA
3774,fanmet,facet,fanned,NA
3775,hi,hi,hi,hi
3776,bo,boo,boo,boo
3777,dolce,dole,NA,NA
3778,gabana,ghana,gabon,gabon
3779,fatas,fats,fats,fats
3780,jsy,jay,jay,NA
3781,lexus,plexus,locus,NA
3782,wasup,wasp,wasp,wasp
3783,marsden,madden,NA,NA
3784,timberlake,NA,NA,NA
3785,beckham,NA,NA,NA
3786,payne,pane,pane,pane
3787,ahahaha,NA,NA,NA
3788,ucr,user,user,NA
3789,beyonces,NA,NA,NA
3790,yas,yaks,yaks,yaws
3791,v,van,via,via
3792,barkat,bark,barest,barked
3793,il,ill,ill,ill
3794,za,zag,NA,NA
3795,bantu,bantam,band,band
3796,okc,ok,ok,NA
3797,epal,nepal,NA,NA
3798,athar,afar,author,author
3799,mehehe,melee,NA,NA
3800,nashlenes,NA,NA,NA
3801,sharlene,scalene,NA,NA
3802,jailene,jailed,jawline,jawline
3803,franco,franc,franc,franc
3804,wateva,water,NA,NA
3805,and,and,and,and
3806,tec,tech,tech,tic
3807,sus,subs,sues,sues
3808,scotish,scottish,scottish,scottish
3809,scotland,scotland,scotland,scotland
3810,silverman,NA,NA,NA
3811,xanax,ana,NA,NA
3812,yearold,yearned,NA,NA
3813,ap,alp,ape,ape
3814,udit,audit,NA,NA
3815,raj,raj,raj,raj
3816,ze,adze,NA,NA
3817,ugh,bough,us,NA
3818,ew,ewe,ewe,eh
3819,riaz,ria,rag,raze
3820,khalil,khalif,NA,NA
3821,americares,americans,americans,NA
3822,semana,semen,semen,semen
3823,mamaye,mama,mama,NA
3824,celine,feline,choline,NA
3825,waitin,waiting,NA,NA
3826,onew,one,one,one
3827,frodo,fro,froth,NA
3828,katnis,ranis,NA,NA
3829,everden,NA,NA,NA
3830,bh,bah,bah,bah
3831,yao,yak,yaw,yaw
3832,ming,aiming,mink,mink
3833,ro,roo,roo,roo
3834,angeres,angers,angers,angers
3835,cripers,calipers,creepers,creepers
3836,geof,goof,goof,NA
3837,sweatin,sweating,satin,NA
3838,otha,other,oath,oath
3839,chisaki,NA,NA,NA
3840,miuna,mica,myna,myna
3841,awesomer,awesome,NA,NA
3842,wayneroney,NA,NA,NA
3843,fabio,fab,fab,fab
3844,capelo,cape,chapel,NA
3845,mufc,muff,NA,NA
3846,tbf,turf,tab,NA
3847,gopro,goo,NA,NA
3848,mountsby,mounts,mounts,NA
3849,gwyneth,NA,NA,NA
3850,paltrow,paltry,paltry,paltry
3851,ay,aby,aye,ah
3852,makalahlwe,NA,NA,NA
3853,nyan,bunyan,NA,NA
3854,shat,shaft,sat,shot
3855,fs,ifs,NA,NA
3856,shailene,scalene,scalene,NA
3857,wodley,medley,NA,NA
3858,camikum,cadmium,NA,NA
3859,balik,bali,bales,NA
3860,acese,ace,aces,aces
3861,mvp,map,map,NA
3862,bouta,bout,bout,bout
3863,achiles,achieves,NA,NA
3864,slp,slap,slap,slap
3865,famly,family,family,family
3866,lovehate,overate,NA,NA
3867,swearin,swearing,NA,NA
3868,ewa,era,ewe,ewe
3869,gd,gad,gad,gad
3870,utok,ok,NA,NA
3871,ug,bug,us,NA
3872,crekview,review,NA,NA
3873,jelena,galena,NA,NA
3874,bangtan,bagman,NA,NA
3875,predeb,prefab,NA,NA
3876,baromxkokie,NA,NA,NA
3877,venga,vend,venus,NA
3878,cryme,creme,creme,creme
3879,ashanti,aslant,NA,NA
3880,fucin,fin,fusion,NA
3881,cuh,cub,cue,cue
3882,ambi,ambit,NA,NA
3883,pur,purr,purr,purr
3884,volution,evolution,volition,volition
3885,dev,deb,deb,deaf
3886,cole,cole,cole,cole
3887,shu,shun,she,she
3888,ouma,puma,ohm,ohm
3889,inori,tori,inure,inure
3890,gai,gain,gay,gay
3891,ayase,abase,NA,NA
3892,tsugumi,tsunami,NA,NA
3893,schulz,schmalz,NA,NA
3894,grube,grub,grub,grub
3895,hovsepian,NA,NA,NA
3896,tonyselznick,NA,NA,NA
3897,tryna,try,NA,NA
3898,ifop,fop,NA,NA
3899,fn,fan,fan,fan
3900,udimodem,NA,NA,NA
3901,elv,elf,elf,elf
3902,fdg,fag,fads,NA
3903,lego,leg,leg,leg
3904,dragonbal,diagonal,NA,NA
3905,rabe,abe,rape,robe
3906,eataly,early,etal,etal
3907,nyc,ne,nag,nag
3908,wesley,welly,NA,NA
3909,dufel,duffel,duffel,duffel
3910,duramax,drama,dramas,NA
3911,wayne,wane,wane,wane
3912,afk,aft,NA,NA
3913,lul,lull,lull,lull
3914,zelo,zero,zeal,zeal
3915,ragers,rangers,racers,NA
3916,smf,self,sump,NA
3917,nengok,NA,NA,NA
3918,waye,way,way,NA
3919,gsc,disc,go,NA
3920,klaroline,NA,NA,NA
3921,klaus,kudus,NA,clause
3922,pepl,pep,papal,papal
3923,kilr,kill,NA,NA
3924,watford,warlord,NA,NA
3925,heurelho,NA,NA,NA
3926,oneyear,NA,NA,NA
3927,rafa,raffia,raffia,raffia
3928,nadal,nasal,natal,natal
3929,garos,garbs,NA,NA
3930,junie,junkie,june,june
3931,teamchil,NA,NA,NA
3932,broham,bream,bream,NA
3933,eatin,eating,eaten,eaten
3934,cecfe,cafe,NA,NA
3935,gnti,anti,NA,NA
3936,saiki,saki,saki,saki
3937,juni,june,june,june
3938,parkir,parking,parser,perkier
3939,timur,timer,timer,timer
3940,senayan,seaman,seaman,NA
3941,ashevile,NA,NA,NA
3942,moristown,NA,NA,NA
3943,carolina,carotin,NA,NA
3944,ashe,ashen,ash,ash
3945,definitley,definitely,definitely,definitely
3946,taha,aha,NA,NA
3947,pochey,pompey,pacey,NA
3948,ga,gab,gay,gay
3949,zardari,NA,NA,NA
3950,bhejta,beta,NA,NA
3951,hae,hake,ha,ha
3952,yeh,yeah,yeah,yeah
3953,machar,char,masher,masher
3954,canf,can,NA,NA
3955,baskin,basking,basin,NA
3956,robins,robins,robins,robins
3957,fudgesicles,NA,NA,NA
3958,anita,ana,ant,ant
3959,lmap,lap,lamp,lamp
3960,madhu,mad,mad,NA
3961,kishwar,mishear,NA,NA
3962,kiran,iran,koran,koran
3963,bedis,beds,beds,beds
3964,orali,oral,oral,oral
3965,bg,bag,bag,bag
3966,mazkirah,NA,NA,NA
3967,adorexonly,NA,NA,NA
3968,nazak,nazi,nazis,NA
3969,kembali,embalm,NA,NA
3970,gelar,gear,NA,NA
3971,tur,tour,tour,tour
3972,pasca,pascal,pace,NA
3973,kematian,keratin,NA,NA
3974,lwren,wren,NA,NA
3975,cory,corky,cor,cor
3976,sia,siam,sea,NA
3977,kely,keenly,keel,keel
3978,jiu,jigs,jaw,jaw
3979,canot,cannot,cannot,cannot
3980,liao,liar,law,law
3981,mybe,maybe,maybe,maybe
3982,ul,foul,NA,NA
3983,kor,or,NA,cor
3984,imovie,movie,NA,NA
3985,imovieimovieimovie,NA,NA,NA
3986,fqauwh,NA,NA,NA
3987,ened,ended,end,end
3988,segar,sear,sugar,sugar
3989,icant,incant,NA,NA
3990,aigo,amigo,ago,ago
3991,brotha,broth,broth,broth
3992,doties,dotes,dotes,dotes
3993,sarno,sago,NA,NA
3994,youngin,youngish,NA,NA
3995,kesip,sip,NA,NA
3996,qm,am,NA,NA
3997,judh,judo,judo,judo
3998,tryn,try,train,train
3999,rangera,ranger,ranger,ranger
4000,hibs,his,hips,hobs
4001,falkirk,NA,NA,NA
4002,sasuke,sake,NA,NA
4003,itachi,litchi,itch,NA
4004,kabuto,auto,NA,NA
4005,chu,chug,chew,chew
4006,jagery,imagery,NA,NA
4007,wada,wad,wad,wad
4008,southbank,NA,NA,NA
4009,loctite,locate,lactate,lactate
